node value
0 , 0.997807
1 , 0.819375
2 , 0.819375
3 , 0.268352
4 , 0.268352
5 , 0.844452
6 , 0.260870
7 , 0.260870
8 , 0.819375
9 , 0.643357
10 , 0.805917
11 , 0.962287
12 , 0.962287
13 , 0.575000
14 , 0.819375
15 , 0.937095
16 , 0.762149
17 , 0.819375
18 , 0.757597
19 , 0.752187
20 , 0.819375
21 , 0.180723
22 , 0.819375
23 , 0.819375
24 , 0.819375
25 , 0.962287
26 , 0.819375
27 , 0.924695
28 , 0.819375
29 , 0.819375
30 , 0.928320
31 , 0.752187
32 , 0.928320
33 , 0.819375
34 , 0.819375
35 , 0.928320
36 , 0.819375
37 , 0.819375
38 , 0.819375
39 , 0.438240
40 , 0.819375
41 , 0.928320
42 , 0.845455
43 , 0.819375
44 , 0.438240
45 , 0.438240
46 , 0.237668
47 , 0.819375
48 , 0.819375
49 , 0.282878
50 , 0.282878
51 , 0.643357
52 , 0.928320
53 , 0.705769
54 , 1.000000
55 , 0.190476
56 , 0.422791
57 , 0.819375
58 , 0.928320
59 , 0.716667
60 , 0.887789
61 , 0.819375
62 , 0.788162
63 , 0.819375
64 , 0.819375
65 , 1.000000
66 , 0.819375
67 , 0.819375
68 , 0.819375
69 , 0.853132
70 , 0.575000
71 , 0.997745
72 , 1.000000
73 , 0.465517
74 , 1.000000
75 , 0.280757
76 , 0.433333
77 , 0.701901
78 , 0.730411
79 , 0.550646
80 , 1.000000
81 , 1.000000
82 , 0.209302
83 , 0.843705
84 , 0.489377
85 , 0.659179
86 , 0.188404
87 , 0.179651
88 , 0.292367
89 , 0.883936
90 , 0.486350
91 , 0.221329
92 , 0.708967
93 , 0.575000
94 , 0.805714
95 , 1.000000
96 , 0.495083
97 , 0.347423
98 , 0.902857
99 , 0.190476
100 , 0.907882
101 , 1.000000
102 , 1.000000
103 , 1.000000
104 , 0.926611
105 , 0.260870
106 , 0.703488
107 , 0.389788
108 , 0.172290
109 , 0.260870
110 , 0.952113
111 , 0.300172
112 , 1.000000
113 , 0.247703
114 , 1.000000
115 , 0.258053
116 , 0.361087
117 , 0.902857
118 , 0.282048
119 , 0.292836
120 , 0.178531
121 , 0.614127
122 , 0.504080
123 , 0.658487
124 , 1.000000
125 , 0.786159
126 , 0.446135
127 , 0.596932
128 , 1.000000
129 , 0.260870
130 , 1.000000
131 , 0.284566
132 , 0.258300
133 , 1.000000
134 , 1.000000
135 , 0.338423
136 , 1.000000
137 , 0.174757
138 , 0.492224
139 , 1.000000
140 , 0.260870
141 , 0.611711
142 , 0.209302
143 , 0.349727
144 , 0.260870
145 , 1.000000
146 , 0.303505
147 , 0.209302
148 , 1.000000
149 , 0.206138
150 , 0.408361
151 , 0.829574
152 , 1.000000
153 , 0.280423
154 , 0.256831
155 , 1.000000
156 , 0.260368
157 , 0.415986
158 , 0.559186
159 , 0.406977
160 , 0.209302
161 , 1.000000
162 , 1.000000
163 , 0.209302
164 , 0.712872
165 , 0.575000
166 , 0.161770
167 , 0.260870
168 , 0.348534
169 , 0.199361
170 , 1.000000
171 , 0.401329
172 , 0.488241
173 , 0.176984
174 , 0.180723
175 , 0.177444
176 , 0.260870
177 , 0.157025
178 , 0.205143
179 , 0.205102
180 , 0.194477
181 , 0.194477
182 , 0.317269
183 , 0.356617
184 , 1.000000
185 , 0.195549
186 , 0.453772
187 , 0.234660
188 , 0.385542
189 , 0.180723
190 , 0.730411
191 , 0.180723
192 , 0.194477
193 , 0.257174
194 , 0.201205
195 , 0.195641
196 , 0.358656
197 , 0.220989
198 , 0.173030
199 , 0.260870
200 , 1.000000
201 , 0.730411
202 , 0.688997
203 , 0.512241
204 , 0.180723
205 , 0.336494
206 , 0.190476
207 , 0.634748
208 , 0.260870
209 , 0.730411
210 , 0.730411
211 , 0.730411
212 , 0.280757
213 , 0.582394
214 , 0.730411
215 , 0.575000
216 , 0.730411
217 , 0.247412
218 , 0.207562
219 , 0.219431
220 , 0.678310
221 , 0.700452
222 , 0.730411
223 , 0.396092
224 , 0.214920
225 , 0.385542
226 , 0.446512
227 , 0.173129
228 , 0.360080
229 , 0.280910
230 , 0.240120
231 , 0.532284
232 , 1.000000
233 , 0.271443
234 , 0.609287
235 , 0.325397
236 , 0.461801
237 , 0.384738
238 , 0.889866
239 , 0.427643
240 , 0.587708
241 , 0.346482
242 , 0.203968
243 , 0.185581
244 , 0.612971
245 , 0.337469
246 , 0.198432
247 , 0.730411
248 , 0.730411
249 , 0.797230
250 , 0.482452
251 , 0.309469
252 , 0.350323
253 , 0.260870
254 , 0.289896
255 , 0.174757
256 , 0.730411
257 , 0.517177
258 , 0.730411
259 , 0.730411
260 , 0.223913
261 , 0.190476
262 , 0.730411
263 , 0.198741
264 , 0.402946
265 , 0.492764
266 , 0.730411
267 , 0.304708
268 , 0.730411
